trial_ID,block_trial_ID,block,block_type,correct_answer,cue,response_modality,trial_type,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,trial_duration,trial_start_time,cue_onset_time,stimulus_onset_time
0,0,0,localizer,0,EYE,eye,0,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,0.0,0.5,5.3
1,1,0,localizer,0,EYE,eye,0,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,8.0,9.5,14.3
2,2,0,localizer,1,HAND,hand,3,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,18.0,18.5,23.3
3,3,0,localizer,1,HAND,hand,3,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,26.0,27.0,31.8
4,4,0,localizer,1,EYE,eye,1,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,34.0,34.5,39.3
5,5,0,localizer,0,EYE,eye,0,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,42.0,43.5,48.3
6,6,0,localizer,1,EYE,eye,1,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,52.0,53.0,57.8
7,7,0,localizer,0,HAND,hand,2,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,60.0,60.0,64.8
8,8,0,localizer,1,EYE,eye,1,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,68.0,69.0,73.8
9,9,0,localizer,1,EYE,eye,1,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,76.0,76.5,81.3
10,10,0,localizer,0,HAND,hand,2,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,84.0,85.5,90.3
11,11,0,localizer,0,EYE,eye,0,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,94.0,94.0,98.8
12,12,0,localizer,1,HAND,hand,3,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,102.0,102.0,106.8
13,13,0,localizer,1,HAND,hand,3,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,110.0,111.5,116.3
14,14,0,localizer,1,HAND,hand,3,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,120.0,121.5,126.3
15,15,0,localizer,0,EYE,eye,0,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,130.0,130.5,135.3
16,16,0,localizer,0,HAND,hand,2,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,138.0,138.5,143.3
17,17,0,localizer,1,EYE,eye,1,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,146.0,146.5,151.3
18,18,0,localizer,0,HAND,hand,2,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,154.0,154.0,158.8
19,19,0,localizer,0,HAND,hand,2,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,162.0,162.0,166.8
