trial_ID,block_trial_ID,block,block_type,correct_answer,cue,response_modality,trial_type,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,trial_duration,trial_start_time,cue_onset_time,stimulus_onset_time
0,0,0,localizer,1,HAND,hand,3,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,0.0,1.5,6.3
1,1,0,localizer,1,EYE,eye,1,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,10.0,11.0,15.8
2,2,0,localizer,0,EYE,eye,0,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,18.0,18.0,22.8
3,3,0,localizer,1,EYE,eye,1,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,26.0,27.5,32.3
4,4,0,localizer,1,HAND,hand,3,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,36.0,36.5,41.3
5,5,0,localizer,0,HAND,hand,2,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,44.0,44.0,48.8
6,6,0,localizer,1,EYE,eye,1,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,52.0,52.5,57.3
7,7,0,localizer,0,EYE,eye,0,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,60.0,60.5,65.3
8,8,0,localizer,1,EYE,eye,1,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,68.0,68.5,73.3
9,9,0,localizer,1,HAND,hand,3,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,76.0,77.0,81.8
10,10,0,localizer,0,HAND,hand,2,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,84.0,85.0,89.8
11,11,0,localizer,0,HAND,hand,2,0,0.0,4.8,0.0,1.5,0,0.35,1.35,8.0,92.0,92.0,96.8
12,12,0,localizer,0,EYE,eye,0,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,100.0,100.5,105.3
13,13,0,localizer,1,EYE,eye,1,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,108.0,109.5,114.3
14,14,0,localizer,1,HAND,hand,3,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,118.0,118.5,123.3
15,15,0,localizer,0,HAND,hand,2,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,126.0,127.5,132.3
16,16,0,localizer,1,HAND,hand,3,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,136.0,137.0,141.8
17,17,0,localizer,0,EYE,eye,0,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,144.0,145.0,149.8
18,18,0,localizer,0,EYE,eye,0,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,152.0,152.5,157.3
19,19,0,localizer,0,HAND,hand,2,0,1.0,4.8,0.0,1.5,0,0.35,0.35,8.0,160.0,161.0,165.8
