trial_ID,block_trial_ID,block,block_type,null_trial,correct_answer,cue,response_modality,trial_type,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,trial_duration,trial_start_time,cue_onset_time,stimulus_onset_time,trial_start_time_block,cue_onset_time_block,stimulus_onset_time_block
0,0,0,localizer,False,1,RIGHT,hand,1,0,2.25,1.211,0.0,0.8,0,0.0,1.739,6.0,0.0,2.25,3.461,0.0,2.25,3.461
1,1,0,localizer,False,1,RIGHT,hand,1,0,1.5,0.804,0.0,0.8,0,0.0,2.896,6.0,6.0,7.5,8.304,6.0,7.5,8.304
2,2,0,localizer,False,1,RIGHT,hand,1,0,0.0,0.874,0.0,0.8,0,0.0,4.326,6.0,12.0,12.0,12.874,12.0,12.0,12.874
3,3,0,localizer,False,0,LEFT,hand,0,0,0.0,0.927,0.0,0.8,0,0.0,4.273,6.0,18.0,18.0,18.927,18.0,18.0,18.927
4,4,0,localizer,False,1,RIGHT,hand,1,0,1.5,1.171,0.0,0.8,0,0.0,2.529,6.0,24.0,25.5,26.671,24.0,25.5,26.671
5,5,0,localizer,False,0,LEFT,hand,0,0,0.0,0.996,0.0,0.8,0,0.0,4.204,6.0,30.0,30.0,30.996,30.0,30.0,30.996
6,6,0,localizer,False,0,LEFT,hand,0,0,1.5,0.965,0.0,0.8,0,0.0,2.735,6.0,36.0,37.5,38.465,36.0,37.5,38.465
7,7,0,localizer,False,0,LEFT,hand,0,0,1.5,0.901,0.0,0.8,0,0.0,2.799,6.0,42.0,43.5,44.401,42.0,43.5,44.401
8,0,0,localizer,False,0,LEFT,eye,0,0,1.5,0.813,0.0,0.8,0,0.0,2.887,6.0,48.0,49.5,50.313,0.0,1.5,2.313
9,1,0,localizer,False,1,RIGHT,eye,1,0,0.0,0.914,0.0,0.8,0,0.0,4.286,6.0,54.0,54.0,54.914,6.0,6.0,6.914
10,2,0,localizer,False,1,RIGHT,eye,1,0,0.75,0.835,0.0,0.8,0,0.0,3.615,6.0,60.0,60.75,61.585,12.0,12.75,13.585
11,3,0,localizer,False,0,LEFT,eye,0,0,0.0,1.189,0.0,0.8,0,0.0,4.011,6.0,66.0,66.0,67.189,18.0,18.0,19.189
12,4,0,localizer,False,1,RIGHT,eye,1,0,2.25,1.035,0.0,0.8,0,0.0,1.915,6.0,72.0,74.25,75.285,24.0,26.25,27.285
13,5,0,localizer,False,0,LEFT,eye,0,0,1.5,1.028,0.0,0.8,0,0.0,2.672,6.0,78.0,79.5,80.528,30.0,31.5,32.528
14,6,0,localizer,False,1,RIGHT,eye,1,0,0.75,1.045,0.0,0.8,0,0.0,3.405,6.0,84.0,84.75,85.795,36.0,36.75,37.795
15,7,0,localizer,False,0,LEFT,eye,0,0,0.0,0.985,0.0,0.8,0,0.0,4.215,6.0,90.0,90.0,90.985,42.0,42.0,42.985
16,0,0,localizer,False,0,LEFT,hand,0,0,2.25,0.812,0.0,0.8,0,0.0,2.138,6.0,96.0,98.25,99.062,0.0,2.25,3.062
17,1,0,localizer,False,1,RIGHT,hand,1,0,2.25,0.809,0.0,0.8,0,0.0,2.141,6.0,102.0,104.25,105.059,6.0,8.25,9.059
18,2,0,localizer,False,0,LEFT,hand,0,0,0.0,0.911,0.0,0.8,0,0.0,4.289,6.0,108.0,108.0,108.911,12.0,12.0,12.911
19,3,0,localizer,False,1,RIGHT,hand,1,0,1.5,0.82,0.0,0.8,0,0.0,2.88,6.0,114.0,115.5,116.32,18.0,19.5,20.32
20,4,0,localizer,False,1,RIGHT,hand,1,0,0.0,0.835,0.0,0.8,0,0.0,4.365,6.0,120.0,120.0,120.835,24.0,24.0,24.835
21,5,0,localizer,False,0,LEFT,hand,0,0,0.0,1.035,0.0,0.8,0,0.0,4.165,6.0,126.0,126.0,127.035,30.0,30.0,31.035
22,6,0,localizer,False,0,LEFT,hand,0,0,0.0,1.009,0.0,0.8,0,0.0,4.191,6.0,132.0,132.0,133.009,36.0,36.0,37.009
23,7,0,localizer,False,1,RIGHT,hand,1,0,0.75,0.826,0.0,0.8,0,0.0,3.624,6.0,138.0,138.75,139.576,42.0,42.75,43.576
24,0,0,localizer,False,0,LEFT,eye,0,0,0.0,1.088,0.0,0.8,0,0.0,4.112,6.0,144.0,144.0,145.088,0.0,0.0,1.088
25,1,0,localizer,False,0,LEFT,eye,0,0,0.75,0.806,0.0,0.8,0,0.0,3.644,6.0,150.0,150.75,151.556,6.0,6.75,7.556
26,2,0,localizer,False,0,LEFT,eye,0,0,2.25,1.36,0.0,0.8,0,0.0,1.59,6.0,156.0,158.25,159.61,12.0,14.25,15.61
27,3,0,localizer,False,1,RIGHT,eye,1,0,0.0,1.973,0.0,0.8,0,0.0,3.227,6.0,162.0,162.0,163.973,18.0,18.0,19.973
28,4,0,localizer,False,1,RIGHT,eye,1,0,2.25,0.855,0.0,0.8,0,0.0,2.095,6.0,168.0,170.25,171.105,24.0,26.25,27.105
29,5,0,localizer,False,0,LEFT,eye,0,0,2.25,1.396,0.0,0.8,0,0.0,1.554,6.0,174.0,176.25,177.646,30.0,32.25,33.646
30,6,0,localizer,False,1,RIGHT,eye,1,0,0.0,0.927,0.0,0.8,0,0.0,4.273,6.0,180.0,180.0,180.927,36.0,36.0,36.927
31,7,0,localizer,False,1,RIGHT,eye,1,0,1.5,0.855,0.0,0.8,0,0.0,2.845,6.0,186.0,187.5,188.355,42.0,43.5,44.355
32,0,0,localizer,False,0,LEFT,hand,0,0,1.5,1.263,0.0,0.8,0,0.0,2.437,6.0,192.0,193.5,194.763,0.0,1.5,2.763
33,1,0,localizer,False,1,RIGHT,hand,1,0,0.75,0.822,0.0,0.8,0,0.0,3.628,6.0,198.0,198.75,199.572,6.0,6.75,7.572
34,2,0,localizer,False,0,LEFT,hand,0,0,2.25,0.86,0.0,0.8,0,0.0,2.09,6.0,204.0,206.25,207.11,12.0,14.25,15.11
35,3,0,localizer,False,0,LEFT,hand,0,0,2.25,0.835,0.0,0.8,0,0.0,2.115,6.0,210.0,212.25,213.085,18.0,20.25,21.085
36,4,0,localizer,False,1,RIGHT,hand,1,0,2.25,1.486,0.0,0.8,0,0.0,1.464,6.0,216.0,218.25,219.736,24.0,26.25,27.736
37,5,0,localizer,False,0,LEFT,hand,0,0,0.0,0.837,0.0,0.8,0,0.0,4.363,6.0,222.0,222.0,222.837,30.0,30.0,30.837
38,6,0,localizer,False,1,RIGHT,hand,1,0,1.5,0.835,0.0,0.8,0,0.0,2.865,6.0,228.0,229.5,230.335,36.0,37.5,38.335
39,7,0,localizer,False,1,RIGHT,hand,1,0,1.5,0.811,0.0,0.8,0,0.0,2.889,6.0,234.0,235.5,236.311,42.0,43.5,44.311
40,0,0,localizer,False,1,RIGHT,eye,1,0,1.5,0.808,0.0,0.8,0,0.0,2.892,6.0,240.0,241.5,242.308,0.0,1.5,2.308
41,1,0,localizer,False,0,LEFT,eye,0,0,0.75,1.008,0.0,0.8,0,0.0,3.442,6.0,246.0,246.75,247.758,6.0,6.75,7.758
42,2,0,localizer,False,1,RIGHT,eye,1,0,1.5,0.823,0.0,0.8,0,0.0,2.877,6.0,252.0,253.5,254.323,12.0,13.5,14.323
43,3,0,localizer,False,0,LEFT,eye,0,0,1.5,0.874,0.0,0.8,0,0.0,2.826,6.0,258.0,259.5,260.374,18.0,19.5,20.374
44,4,0,localizer,False,0,LEFT,eye,0,0,0.75,0.988,0.0,0.8,0,0.0,3.462,6.0,264.0,264.75,265.738,24.0,24.75,25.738
45,5,0,localizer,False,1,RIGHT,eye,1,0,0.75,0.895,0.0,0.8,0,0.0,3.555,6.0,270.0,270.75,271.645,30.0,30.75,31.645
46,6,0,localizer,False,0,LEFT,eye,0,0,0.0,0.818,0.0,0.8,0,0.0,4.382,6.0,276.0,276.0,276.818,36.0,36.0,36.818
47,7,0,localizer,False,1,RIGHT,eye,1,0,2.25,0.886,0.0,0.8,0,0.0,2.064,6.0,282.0,284.25,285.136,42.0,44.25,45.136
